transaction_id,merchant_id,merchant_name,customer_id,customer_name,customer_email,amount,currency,payment_method,card_network,card_last4,status,error_code,error_message,created_at,captured_at
TXN_15446,MER_002,GreenLeaf Pharmacy,CUST_1517,Customer 5446,cust5446@example.com,22332.79,INR,netbanking,,,captured,,,2026-09-08 21:32:00,2026-09-08 21:32:35
TXN_15447,MER_005,FakeCompany,CUST_3990,Customer 5447,cust5447@example.com,6483.29,INR,wallet,,,captured,,,2026-09-08 21:34:00,2026-09-08 21:34:28
TXN_15448,MER_002,GreenLeaf Pharmacy,CUST_1280,Customer 5448,cust5448@example.com,1510.03,INR,upi,,,captured,,,2026-09-08 21:36:00,2026-09-08 21:36:33
TXN_15449,MER_001,QuickBites Restaurant,CUST_3750,Customer 5449,cust5449@example.com,15562.54,INR,wallet,,,captured,,,2026-09-08 21:38:00,2026-09-08 21:38:39
TXN_15450,MER_001,QuickBites Restaurant,CUST_5843,Customer 5450,cust5450@example.com,10177.05,INR,card,RUPAY,6335,captured,,,2026-09-08 21:40:00,2026-09-08 21:40:16
TXN_15451,MER_004,TechCorp Inc,CUST_5269,Customer 5451,cust5451@example.com,24942.08,INR,upi,,,captured,,,2026-09-08 21:42:00,2026-09-08 21:42:15
TXN_15452,MER_001,QuickBites Restaurant,CUST_4159,Customer 5452,cust5452@example.com,22840.91,INR,upi,,,captured,,,2026-09-08 21:44:00,2026-09-08 21:44:38
TXN_15453,MER_003,ApexRetail,CUST_8620,Customer 5453,cust5453@example.com,11727.26,INR,netbanking,,,captured,,,2026-09-08 21:46:00,2026-09-08 21:46:30
TXN_15454,MER_002,GreenLeaf Pharmacy,CUST_6406,Customer 5454,cust5454@example.com,4504.76,INR,netbanking,,,captured,,,2026-09-08 21:48:00,2026-09-08 21:48:48
TXN_15455,MER_001,QuickBites Restaurant,CUST_1733,Customer 5455,cust5455@example.com,7830.74,INR,card,RUPAY,2789,captured,,,2026-09-08 21:50:00,2026-09-08 21:50:33
TXN_15456,MER_002,GreenLeaf Pharmacy,CUST_2133,Customer 5456,cust5456@example.com,2211.72,INR,card,MASTERCARD,2074,captured,,,2026-09-08 21:52:00,2026-09-08 21:52:40
TXN_15457,MER_003,ApexRetail,CUST_2369,Customer 5457,cust5457@example.com,7688.33,INR,netbanking,,,captured,,,2026-09-08 21:54:00,2026-09-08 21:54:14
TXN_15458,MER_004,TechCorp Inc,CUST_7916,Customer 5458,cust5458@example.com,11539.73,INR,wallet,,,captured,,,2026-09-08 21:56:00,2026-09-08 21:56:39
TXN_15459,MER_002,GreenLeaf Pharmacy,CUST_8007,Customer 5459,cust5459@example.com,12525.31,INR,wallet,,,captured,,,2026-09-08 21:58:00,2026-09-08 21:58:11
TXN_15460,MER_004,TechCorp Inc,CUST_2805,Customer 5460,cust5460@example.com,3856.77,INR,wallet,,,captured,,,2026-09-08 22:00:00,2026-09-08 22:00:52
TXN_15461,MER_002,GreenLeaf Pharmacy,CUST_3415,Customer 5461,cust5461@example.com,22009.34,INR,upi,,,captured,,,2026-09-08 22:02:00,2026-09-08 22:02:20
TXN_15462,MER_004,TechCorp Inc,CUST_2713,Customer 5462,cust5462@example.com,22988.97,INR,upi,,,failed,ERR_01,Insufficient Funds,2026-09-08 22:04:00,
TXN_15463,MER_001,QuickBites Restaurant,CUST_8264,Customer 5463,cust5463@example.com,22435.57,INR,netbanking,,,captured,,,2026-09-08 22:06:00,2026-09-08 22:06:45
TXN_15464,MER_005,FakeCompany,CUST_6301,Customer 5464,cust5464@example.com,11346.36,INR,wallet,,,captured,,,2026-09-08 22:08:00,2026-09-08 22:08:37
TXN_15465,MER_005,FakeCompany,CUST_3439,Customer 5465,cust5465@example.com,12338.18,INR,upi,,,captured,,,2026-09-08 22:10:00,2026-09-08 22:10:16
TXN_15466,MER_002,GreenLeaf Pharmacy,CUST_4634,Customer 5466,cust5466@example.com,3244.23,INR,wallet,,,captured,,,2026-09-08 22:12:00,2026-09-08 22:12:42
TXN_15467,MER_002,GreenLeaf Pharmacy,CUST_9781,Customer 5467,cust5467@example.com,10375.33,INR,netbanking,,,captured,,,2026-09-08 22:14:00,2026-09-08 22:14:41
TXN_15468,MER_002,GreenLeaf Pharmacy,CUST_1774,Customer 5468,cust5468@example.com,20563.77,INR,wallet,,,captured,,,2026-09-08 22:16:00,2026-09-08 22:16:18
TXN_15469,MER_005,FakeCompany,CUST_8296,Customer 5469,cust5469@example.com,1033.78,INR,upi,,,captured,,,2026-09-08 22:18:00,2026-09-08 22:18:11
TXN_15470,MER_002,GreenLeaf Pharmacy,CUST_9752,Customer 5470,cust5470@example.com,4652.06,INR,card,VISA,8695,captured,,,2026-09-08 22:20:00,2026-09-08 22:20:21
TXN_15471,MER_003,ApexRetail,CUST_2675,Customer 5471,cust5471@example.com,19915.74,INR,netbanking,,,captured,,,2026-09-08 22:22:00,2026-09-08 22:22:29
TXN_15472,MER_005,FakeCompany,CUST_5578,Customer 5472,cust5472@example.com,13383.48,INR,card,MASTERCARD,2281,captured,,,2026-09-08 22:24:00,2026-09-08 22:24:29
TXN_15473,MER_002,GreenLeaf Pharmacy,CUST_3030,Customer 5473,cust5473@example.com,19249.53,INR,netbanking,,,captured,,,2026-09-08 22:26:00,2026-09-08 22:26:55
TXN_15474,MER_002,GreenLeaf Pharmacy,CUST_4788,Customer 5474,cust5474@example.com,17571.89,INR,upi,,,captured,,,2026-09-08 22:28:00,2026-09-08 22:28:32
TXN_15475,MER_001,QuickBites Restaurant,CUST_7164,Customer 5475,cust5475@example.com,12422.93,INR,netbanking,,,captured,,,2026-09-08 22:30:00,2026-09-08 22:30:47
TXN_15476,MER_005,FakeCompany,CUST_9488,Customer 5476,cust5476@example.com,16886.22,INR,netbanking,,,captured,,,2026-09-08 22:32:00,2026-09-08 22:32:16
TXN_15477,MER_003,ApexRetail,CUST_8114,Customer 5477,cust5477@example.com,5212.77,INR,wallet,,,captured,,,2026-09-08 22:34:00,2026-09-08 22:34:22
TXN_15478,MER_003,ApexRetail,CUST_7161,Customer 5478,cust5478@example.com,12200.33,INR,upi,,,captured,,,2026-09-08 22:36:00,2026-09-08 22:36:47
TXN_15479,MER_002,GreenLeaf Pharmacy,CUST_1212,Customer 5479,cust5479@example.com,5874.59,INR,card,VISA,5544,captured,,,2026-09-08 22:38:00,2026-09-08 22:38:21
TXN_15480,MER_005,FakeCompany,CUST_9080,Customer 5480,cust5480@example.com,12187.32,INR,wallet,,,failed,ERR_01,Insufficient Funds,2026-09-08 22:40:00,
TXN_15481,MER_002,GreenLeaf Pharmacy,CUST_3331,Customer 5481,cust5481@example.com,2441.08,INR,wallet,,,captured,,,2026-09-08 22:42:00,2026-09-08 22:42:32
TXN_15482,MER_004,TechCorp Inc,CUST_6197,Customer 5482,cust5482@example.com,20005.46,INR,wallet,,,captured,,,2026-09-08 22:44:00,2026-09-08 22:44:29
TXN_15483,MER_005,FakeCompany,CUST_9386,Customer 5483,cust5483@example.com,19701.79,INR,wallet,,,captured,,,2026-09-08 22:46:00,2026-09-08 22:46:53
TXN_15484,MER_003,ApexRetail,CUST_1693,Customer 5484,cust5484@example.com,2006.6,INR,card,RUPAY,9067,captured,,,2026-09-08 22:48:00,2026-09-08 22:48:47
TXN_15485,MER_005,FakeCompany,CUST_9069,Customer 5485,cust5485@example.com,4356.51,INR,netbanking,,,captured,,,2026-09-08 22:50:00,2026-09-08 22:50:25
TXN_15486,MER_002,GreenLeaf Pharmacy,CUST_6489,Customer 5486,cust5486@example.com,703.26,INR,netbanking,,,captured,,,2026-09-08 22:52:00,2026-09-08 22:52:41
TXN_15487,MER_004,TechCorp Inc,CUST_8016,Customer 5487,cust5487@example.com,14190.57,INR,netbanking,,,captured,,,2026-09-08 22:54:00,2026-09-08 22:54:26
TXN_15488,MER_005,FakeCompany,CUST_6880,Customer 5488,cust5488@example.com,16833.79,INR,wallet,,,captured,,,2026-09-08 22:56:00,2026-09-08 22:56:21
TXN_15489,MER_004,TechCorp Inc,CUST_9793,Customer 5489,cust5489@example.com,22019.12,INR,wallet,,,captured,,,2026-09-08 22:58:00,2026-09-08 22:58:33
TXN_15490,MER_003,ApexRetail,CUST_7468,Customer 5490,cust5490@example.com,2072.87,INR,wallet,,,captured,,,2026-09-08 23:00:00,2026-09-08 23:00:55
TXN_15491,MER_005,FakeCompany,CUST_3459,Customer 5491,cust5491@example.com,2411.51,INR,wallet,,,captured,,,2026-09-08 23:02:00,2026-09-08 23:02:20
TXN_15492,MER_003,ApexRetail,CUST_3723,Customer 5492,cust5492@example.com,19565.85,INR,netbanking,,,captured,,,2026-09-08 23:04:00,2026-09-08 23:04:33
TXN_15493,MER_005,FakeCompany,CUST_5647,Customer 5493,cust5493@example.com,24228.59,INR,upi,,,captured,,,2026-09-08 23:06:00,2026-09-08 23:06:27
TXN_15494,MER_004,TechCorp Inc,CUST_5702,Customer 5494,cust5494@example.com,17016.58,INR,netbanking,,,captured,,,2026-09-08 23:08:00,2026-09-08 23:08:55
TXN_15495,MER_004,TechCorp Inc,CUST_3761,Customer 5495,cust5495@example.com,5636.57,INR,wallet,,,captured,,,2026-09-08 23:10:00,2026-09-08 23:10:17
TXN_15496,MER_001,QuickBites Restaurant,CUST_3261,Customer 5496,cust5496@example.com,23166.44,INR,netbanking,,,captured,,,2026-09-08 23:12:00,2026-09-08 23:12:37
TXN_15497,MER_001,QuickBites Restaurant,CUST_4509,Customer 5497,cust5497@example.com,17178.18,INR,netbanking,,,captured,,,2026-09-08 23:14:00,2026-09-08 23:14:53
TXN_15498,MER_002,GreenLeaf Pharmacy,CUST_8519,Customer 5498,cust5498@example.com,1971.04,INR,card,MASTERCARD,9551,captured,,,2026-09-08 23:16:00,2026-09-08 23:16:41
TXN_15499,MER_001,QuickBites Restaurant,CUST_9095,Customer 5499,cust5499@example.com,19286.27,INR,netbanking,,,captured,,,2026-09-08 23:18:00,2026-09-08 23:18:39
TXN_15500,MER_002,GreenLeaf Pharmacy,CUST_1675,Customer 5500,cust5500@example.com,22534.61,INR,card,RUPAY,3430,captured,,,2026-09-08 23:20:00,2026-09-08 23:21:00
TXN_15501,MER_003,ApexRetail,CUST_1242,Customer 5501,cust5501@example.com,2080.26,INR,netbanking,,,captured,,,2026-09-08 23:22:00,2026-09-08 23:22:14
TXN_15502,MER_002,GreenLeaf Pharmacy,CUST_7157,Customer 5502,cust5502@example.com,11786.91,INR,upi,,,captured,,,2026-09-08 23:24:00,2026-09-08 23:24:35
TXN_15503,MER_002,GreenLeaf Pharmacy,CUST_8012,Customer 5503,cust5503@example.com,16518.69,INR,netbanking,,,captured,,,2026-09-08 23:26:00,2026-09-08 23:26:25
TXN_15504,MER_005,FakeCompany,CUST_6141,Customer 5504,cust5504@example.com,1881.25,INR,card,RUPAY,3785,captured,,,2026-09-08 23:28:00,2026-09-08 23:28:54
TXN_15505,MER_001,QuickBites Restaurant,CUST_6195,Customer 5505,cust5505@example.com,24540.88,INR,netbanking,,,captured,,,2026-09-08 23:30:00,2026-09-08 23:30:12
TXN_15506,MER_002,GreenLeaf Pharmacy,CUST_8109,Customer 5506,cust5506@example.com,7623.33,INR,wallet,,,captured,,,2026-09-08 23:32:00,2026-09-08 23:32:16
TXN_15507,MER_001,QuickBites Restaurant,CUST_6450,Customer 5507,cust5507@example.com,18284.55,INR,wallet,,,captured,,,2026-09-08 23:34:00,2026-09-08 23:34:10
TXN_15508,MER_002,GreenLeaf Pharmacy,CUST_5504,Customer 5508,cust5508@example.com,4893.63,INR,card,RUPAY,2734,captured,,,2026-09-08 23:36:00,2026-09-08 23:36:35
TXN_15509,MER_003,ApexRetail,CUST_8724,Customer 5509,cust5509@example.com,13909.24,INR,card,VISA,1955,captured,,,2026-09-08 23:38:00,2026-09-08 23:38:33
TXN_15510,MER_003,ApexRetail,CUST_6321,Customer 5510,cust5510@example.com,15736.91,INR,card,RUPAY,4867,captured,,,2026-09-08 23:40:00,2026-09-08 23:40:23
TXN_15511,MER_005,FakeCompany,CUST_7932,Customer 5511,cust5511@example.com,5805.23,INR,card,VISA,8144,captured,,,2026-09-08 23:42:00,2026-09-08 23:42:11
TXN_15512,MER_001,QuickBites Restaurant,CUST_9207,Customer 5512,cust5512@example.com,22708.52,INR,netbanking,,,captured,,,2026-09-08 23:44:00,2026-09-08 23:44:56
TXN_15513,MER_003,ApexRetail,CUST_9185,Customer 5513,cust5513@example.com,1617.0,INR,netbanking,,,captured,,,2026-09-08 23:46:00,2026-09-08 23:46:30
TXN_15514,MER_003,ApexRetail,CUST_1857,Customer 5514,cust5514@example.com,12869.18,INR,wallet,,,captured,,,2026-09-08 23:48:00,2026-09-08 23:48:22
TXN_15515,MER_003,ApexRetail,CUST_5956,Customer 5515,cust5515@example.com,15479.1,INR,wallet,,,captured,,,2026-09-08 23:50:00,2026-09-08 23:50:40
TXN_15516,MER_001,QuickBites Restaurant,CUST_4410,Customer 5516,cust5516@example.com,13378.82,INR,wallet,,,captured,,,2026-09-08 23:52:00,2026-09-08 23:52:34
TXN_15517,MER_001,QuickBites Restaurant,CUST_3106,Customer 5517,cust5517@example.com,16733.82,INR,upi,,,captured,,,2026-09-08 23:54:00,2026-09-08 23:54:15
TXN_15518,MER_001,QuickBites Restaurant,CUST_8266,Customer 5518,cust5518@example.com,24569.32,INR,wallet,,,captured,,,2026-09-08 23:56:00,2026-09-08 23:56:11
TXN_15519,MER_002,GreenLeaf Pharmacy,CUST_1537,Customer 5519,cust5519@example.com,12246.48,INR,wallet,,,captured,,,2026-09-08 23:58:00,2026-09-08 23:58:17
TXN_15520,MER_002,GreenLeaf Pharmacy,CUST_6222,Customer 5520,cust5520@example.com,18122.73,INR,wallet,,,captured,,,2026-09-09 00:00:00,2026-09-09 00:00:32
TXN_15521,MER_004,TechCorp Inc,CUST_7874,Customer 5521,cust5521@example.com,21888.13,INR,card,RUPAY,6361,captured,,,2026-09-09 00:02:00,2026-09-09 00:02:55
TXN_15522,MER_004,TechCorp Inc,CUST_3033,Customer 5522,cust5522@example.com,9368.07,INR,card,RUPAY,5545,captured,,,2026-09-09 00:04:00,2026-09-09 00:04:19
TXN_15523,MER_001,QuickBites Restaurant,CUST_1919,Customer 5523,cust5523@example.com,20574.65,INR,wallet,,,captured,,,2026-09-09 00:06:00,2026-09-09 00:06:24
TXN_15524,MER_003,ApexRetail,CUST_2793,Customer 5524,cust5524@example.com,13505.99,INR,upi,,,captured,,,2026-09-09 00:08:00,2026-09-09 00:08:46
TXN_15525,MER_002,GreenLeaf Pharmacy,CUST_8693,Customer 5525,cust5525@example.com,15872.7,INR,wallet,,,captured,,,2026-09-09 00:10:00,2026-09-09 00:10:27
TXN_15526,MER_002,GreenLeaf Pharmacy,CUST_4962,Customer 5526,cust5526@example.com,23546.89,INR,upi,,,captured,,,2026-09-09 00:12:00,2026-09-09 00:12:56
TXN_15527,MER_001,QuickBites Restaurant,CUST_6481,Customer 5527,cust5527@example.com,17343.92,INR,upi,,,captured,,,2026-09-09 00:14:00,2026-09-09 00:14:15
TXN_15528,MER_005,FakeCompany,CUST_2472,Customer 5528,cust5528@example.com,9589.25,INR,wallet,,,captured,,,2026-09-09 00:16:00,2026-09-09 00:16:42
TXN_15529,MER_001,QuickBites Restaurant,CUST_8049,Customer 5529,cust5529@example.com,6781.31,INR,upi,,,captured,,,2026-09-09 00:18:00,2026-09-09 00:18:40
TXN_15530,MER_002,GreenLeaf Pharmacy,CUST_6363,Customer 5530,cust5530@example.com,18125.2,INR,card,VISA,9075,captured,,,2026-09-09 00:20:00,2026-09-09 00:20:47
TXN_15531,MER_005,FakeCompany,CUST_1858,Customer 5531,cust5531@example.com,12896.22,INR,wallet,,,captured,,,2026-09-09 00:22:00,2026-09-09 00:22:28
TXN_15532,MER_001,QuickBites Restaurant,CUST_8433,Customer 5532,cust5532@example.com,11596.19,INR,upi,,,captured,,,2026-09-09 00:24:00,2026-09-09 00:24:26
TXN_15533,MER_004,TechCorp Inc,CUST_3374,Customer 5533,cust5533@example.com,1516.24,INR,upi,,,failed,ERR_01,Insufficient Funds,2026-09-09 00:26:00,
TXN_15534,MER_002,GreenLeaf Pharmacy,CUST_7085,Customer 5534,cust5534@example.com,24713.29,INR,netbanking,,,captured,,,2026-09-09 00:28:00,2026-09-09 00:28:39
TXN_15535,MER_002,GreenLeaf Pharmacy,CUST_6135,Customer 5535,cust5535@example.com,22083.76,INR,wallet,,,captured,,,2026-09-09 00:30:00,2026-09-09 00:30:48
TXN_15536,MER_005,FakeCompany,CUST_5200,Customer 5536,cust5536@example.com,4727.27,INR,netbanking,,,captured,,,2026-09-09 00:32:00,2026-09-09 00:32:35
TXN_15537,MER_004,TechCorp Inc,CUST_8795,Customer 5537,cust5537@example.com,6308.97,INR,netbanking,,,captured,,,2026-09-09 00:34:00,2026-09-09 00:34:12
TXN_15538,MER_005,FakeCompany,CUST_5988,Customer 5538,cust5538@example.com,12944.75,INR,upi,,,captured,,,2026-09-09 00:36:00,2026-09-09 00:36:15
TXN_15539,MER_005,FakeCompany,CUST_9389,Customer 5539,cust5539@example.com,18083.72,INR,card,MASTERCARD,7178,captured,,,2026-09-09 00:38:00,2026-09-09 00:38:16
TXN_15540,MER_002,GreenLeaf Pharmacy,CUST_8533,Customer 5540,cust5540@example.com,18474.45,INR,upi,,,captured,,,2026-09-09 00:40:00,2026-09-09 00:40:34
TXN_15541,MER_001,QuickBites Restaurant,CUST_5004,Customer 5541,cust5541@example.com,24973.47,INR,upi,,,captured,,,2026-09-09 00:42:00,2026-09-09 00:42:15
TXN_15542,MER_004,TechCorp Inc,CUST_3209,Customer 5542,cust5542@example.com,12221.37,INR,wallet,,,captured,,,2026-09-09 00:44:00,2026-09-09 00:44:35
TXN_15543,MER_001,QuickBites Restaurant,CUST_7739,Customer 5543,cust5543@example.com,7847.89,INR,wallet,,,captured,,,2026-09-09 00:46:00,2026-09-09 00:46:17
TXN_15544,MER_002,GreenLeaf Pharmacy,CUST_1580,Customer 5544,cust5544@example.com,18069.53,INR,card,VISA,7631,captured,,,2026-09-09 00:48:00,2026-09-09 00:48:28
TXN_15545,MER_004,TechCorp Inc,CUST_9742,Customer 5545,cust5545@example.com,8813.35,INR,upi,,,captured,,,2026-09-09 00:50:00,2026-09-09 00:50:31
TXN_15546,MER_004,TechCorp Inc,CUST_3914,Customer 5546,cust5546@example.com,8317.11,INR,netbanking,,,captured,,,2026-09-09 00:52:00,2026-09-09 00:52:28
TXN_15547,MER_004,TechCorp Inc,CUST_2052,Customer 5547,cust5547@example.com,20675.8,INR,wallet,,,captured,,,2026-09-09 00:54:00,2026-09-09 00:54:45
TXN_15548,MER_003,ApexRetail,CUST_5809,Customer 5548,cust5548@example.com,20253.07,INR,wallet,,,captured,,,2026-09-09 00:56:00,2026-09-09 00:56:55
TXN_15549,MER_003,ApexRetail,CUST_9194,Customer 5549,cust5549@example.com,2672.22,INR,upi,,,captured,,,2026-09-09 00:58:00,2026-09-09 00:58:34
TXN_15550,MER_003,ApexRetail,CUST_3878,Customer 5550,cust5550@example.com,264.84,INR,netbanking,,,captured,,,2026-09-09 01:00:00,2026-09-09 01:00:57
TXN_15551,MER_004,TechCorp Inc,CUST_7596,Customer 5551,cust5551@example.com,3905.93,INR,wallet,,,captured,,,2026-09-09 01:02:00,2026-09-09 01:02:48
TXN_15552,MER_003,ApexRetail,CUST_6279,Customer 5552,cust5552@example.com,22546.41,INR,upi,,,captured,,,2026-09-09 01:04:00,2026-09-09 01:04:44
TXN_15553,MER_003,ApexRetail,CUST_1703,Customer 5553,cust5553@example.com,22837.03,INR,card,RUPAY,1532,captured,,,2026-09-09 01:06:00,2026-09-09 01:06:53
TXN_15554,MER_003,ApexRetail,CUST_6253,Customer 5554,cust5554@example.com,12572.07,INR,upi,,,captured,,,2026-09-09 01:08:00,2026-09-09 01:08:36
TXN_15555,MER_003,ApexRetail,CUST_5869,Customer 5555,cust5555@example.com,9606.57,INR,upi,,,captured,,,2026-09-09 01:10:00,2026-09-09 01:10:49
TXN_15556,MER_001,QuickBites Restaurant,CUST_5377,Customer 5556,cust5556@example.com,2636.62,INR,netbanking,,,captured,,,2026-09-09 01:12:00,2026-09-09 01:12:21
TXN_15557,MER_002,GreenLeaf Pharmacy,CUST_5919,Customer 5557,cust5557@example.com,2870.69,INR,card,MASTERCARD,7134,captured,,,2026-09-09 01:14:00,2026-09-09 01:14:54
TXN_15558,MER_002,GreenLeaf Pharmacy,CUST_1318,Customer 5558,cust5558@example.com,20268.22,INR,card,MASTERCARD,1404,captured,,,2026-09-09 01:16:00,2026-09-09 01:16:32
TXN_15559,MER_002,GreenLeaf Pharmacy,CUST_8475,Customer 5559,cust5559@example.com,15016.37,INR,card,VISA,7219,captured,,,2026-09-09 01:18:00,2026-09-09 01:18:56
TXN_15560,MER_002,GreenLeaf Pharmacy,CUST_7645,Customer 5560,cust5560@example.com,8536.67,INR,wallet,,,captured,,,2026-09-09 01:20:00,2026-09-09 01:20:12
TXN_15561,MER_001,QuickBites Restaurant,CUST_6743,Customer 5561,cust5561@example.com,13680.79,INR,wallet,,,captured,,,2026-09-09 01:22:00,2026-09-09 01:22:10
TXN_15562,MER_005,FakeCompany,CUST_6001,Customer 5562,cust5562@example.com,16312.68,INR,upi,,,captured,,,2026-09-09 01:24:00,2026-09-09 01:24:54
TXN_15563,MER_005,FakeCompany,CUST_2139,Customer 5563,cust5563@example.com,8325.96,INR,netbanking,,,captured,,,2026-09-09 01:26:00,2026-09-09 01:26:31
TXN_15564,MER_003,ApexRetail,CUST_5869,Customer 5564,cust5564@example.com,5391.59,INR,wallet,,,captured,,,2026-09-09 01:28:00,2026-09-09 01:28:16
TXN_15565,MER_003,ApexRetail,CUST_4903,Customer 5565,cust5565@example.com,14283.27,INR,card,MASTERCARD,9615,captured,,,2026-09-09 01:30:00,2026-09-09 01:30:29
TXN_15566,MER_001,QuickBites Restaurant,CUST_7211,Customer 5566,cust5566@example.com,8267.81,INR,upi,,,captured,,,2026-09-09 01:32:00,2026-09-09 01:32:56
TXN_15567,MER_001,QuickBites Restaurant,CUST_2148,Customer 5567,cust5567@example.com,576.59,INR,wallet,,,captured,,,2026-09-09 01:34:00,2026-09-09 01:34:40
TXN_15568,MER_005,FakeCompany,CUST_9161,Customer 5568,cust5568@example.com,13555.39,INR,upi,,,captured,,,2026-09-09 01:36:00,2026-09-09 01:36:46
TXN_15569,MER_004,TechCorp Inc,CUST_1786,Customer 5569,cust5569@example.com,3554.81,INR,upi,,,captured,,,2026-09-09 01:38:00,2026-09-09 01:38:53
TXN_15570,MER_003,ApexRetail,CUST_3870,Customer 5570,cust5570@example.com,5955.1,INR,card,RUPAY,5927,captured,,,2026-09-09 01:40:00,2026-09-09 01:40:20
TXN_15571,MER_003,ApexRetail,CUST_4320,Customer 5571,cust5571@example.com,19873.2,INR,card,VISA,8884,captured,,,2026-09-09 01:42:00,2026-09-09 01:42:32
TXN_15572,MER_001,QuickBites Restaurant,CUST_1984,Customer 5572,cust5572@example.com,23171.35,INR,netbanking,,,captured,,,2026-09-09 01:44:00,2026-09-09 01:44:46
TXN_15573,MER_002,GreenLeaf Pharmacy,CUST_3506,Customer 5573,cust5573@example.com,13811.98,INR,netbanking,,,captured,,,2026-09-09 01:46:00,2026-09-09 01:46:52
TXN_15574,MER_002,GreenLeaf Pharmacy,CUST_7712,Customer 5574,cust5574@example.com,23015.97,INR,card,VISA,6488,captured,,,2026-09-09 01:48:00,2026-09-09 01:48:45
TXN_15575,MER_003,ApexRetail,CUST_8823,Customer 5575,cust5575@example.com,23682.51,INR,netbanking,,,captured,,,2026-09-09 01:50:00,2026-09-09 01:50:56
TXN_15576,MER_002,GreenLeaf Pharmacy,CUST_6866,Customer 5576,cust5576@example.com,19730.93,INR,upi,,,captured,,,2026-09-09 01:52:00,2026-09-09 01:52:31
TXN_15577,MER_001,QuickBites Restaurant,CUST_7261,Customer 5577,cust5577@example.com,19073.06,INR,card,VISA,2704,captured,,,2026-09-09 01:54:00,2026-09-09 01:54:59
TXN_15578,MER_002,GreenLeaf Pharmacy,CUST_4550,Customer 5578,cust5578@example.com,9427.11,INR,upi,,,captured,,,2026-09-09 01:56:00,2026-09-09 01:56:48
TXN_15579,MER_002,GreenLeaf Pharmacy,CUST_5674,Customer 5579,cust5579@example.com,7859.8,INR,card,MASTERCARD,1256,captured,,,2026-09-09 01:58:00,2026-09-09 01:58:26
TXN_15580,MER_001,QuickBites Restaurant,CUST_8646,Customer 5580,cust5580@example.com,18574.21,INR,wallet,,,captured,,,2026-09-09 02:00:00,2026-09-09 02:00:45
TXN_15581,MER_004,TechCorp Inc,CUST_4208,Customer 5581,cust5581@example.com,9214.38,INR,upi,,,captured,,,2026-09-09 02:02:00,2026-09-09 02:02:50
TXN_15582,MER_005,FakeCompany,CUST_9998,Customer 5582,cust5582@example.com,14016.21,INR,netbanking,,,captured,,,2026-09-09 02:04:00,2026-09-09 02:04:36
TXN_15583,MER_005,FakeCompany,CUST_6557,Customer 5583,cust5583@example.com,14509.8,INR,netbanking,,,captured,,,2026-09-09 02:06:00,2026-09-09 02:06:36
TXN_15584,MER_001,QuickBites Restaurant,CUST_8505,Customer 5584,cust5584@example.com,17699.89,INR,card,MASTERCARD,8263,captured,,,2026-09-09 02:08:00,2026-09-09 02:08:53
TXN_15585,MER_002,GreenLeaf Pharmacy,CUST_8143,Customer 5585,cust5585@example.com,10471.7,INR,upi,,,captured,,,2026-09-09 02:10:00,2026-09-09 02:10:54
TXN_15586,MER_003,ApexRetail,CUST_6049,Customer 5586,cust5586@example.com,12755.73,INR,upi,,,captured,,,2026-09-09 02:12:00,2026-09-09 02:12:24
TXN_15587,MER_002,GreenLeaf Pharmacy,CUST_9123,Customer 5587,cust5587@example.com,16641.96,INR,upi,,,captured,,,2026-09-09 02:14:00,2026-09-09 02:14:38
TXN_15588,MER_002,GreenLeaf Pharmacy,CUST_7462,Customer 5588,cust5588@example.com,15982.21,INR,card,VISA,7176,captured,,,2026-09-09 02:16:00,2026-09-09 02:16:34
TXN_15589,MER_003,ApexRetail,CUST_5722,Customer 5589,cust5589@example.com,10471.27,INR,netbanking,,,captured,,,2026-09-09 02:18:00,2026-09-09 02:18:17
TXN_15590,MER_003,ApexRetail,CUST_1357,Customer 5590,cust5590@example.com,8483.23,INR,netbanking,,,captured,,,2026-09-09 02:20:00,2026-09-09 02:20:31
TXN_15591,MER_001,QuickBites Restaurant,CUST_6481,Customer 5591,cust5591@example.com,8829.54,INR,wallet,,,captured,,,2026-09-09 02:22:00,2026-09-09 02:22:34
TXN_15592,MER_005,FakeCompany,CUST_2336,Customer 5592,cust5592@example.com,22372.93,INR,card,RUPAY,8604,captured,,,2026-09-09 02:24:00,2026-09-09 02:24:16
TXN_15593,MER_003,ApexRetail,CUST_5115,Customer 5593,cust5593@example.com,2757.24,INR,netbanking,,,captured,,,2026-09-09 02:26:00,2026-09-09 02:26:57
TXN_15594,MER_002,GreenLeaf Pharmacy,CUST_5498,Customer 5594,cust5594@example.com,18050.41,INR,wallet,,,captured,,,2026-09-09 02:28:00,2026-09-09 02:29:00
TXN_15595,MER_005,FakeCompany,CUST_5747,Customer 5595,cust5595@example.com,8207.86,INR,netbanking,,,captured,,,2026-09-09 02:30:00,2026-09-09 02:30:47
TXN_15596,MER_001,QuickBites Restaurant,CUST_6097,Customer 5596,cust5596@example.com,10588.83,INR,netbanking,,,captured,,,2026-09-09 02:32:00,2026-09-09 02:32:42
TXN_15597,MER_001,QuickBites Restaurant,CUST_3577,Customer 5597,cust5597@example.com,2574.35,INR,netbanking,,,captured,,,2026-09-09 02:34:00,2026-09-09 02:34:44
